"code_variable";"label";"label_pergunta";"categoria";"subcategoria";"is_dashboard";"is_tabela";"is_absolute";"is_average";"is_percentage"
"3.6.1.J";"Táxi - Valor Tarifa Aeroporto";"Qual o valor da tarifa aeroporto do serviço de mototáxi, se houver?";"Tarifa";"Mototáxi";"1";NA;"1";"0";"0"
"3.7.1";NA;"É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de ônibus no município?";NA;NA;"0";"0";"0";"0";"0"
"3.7.1.A";"Custos (Ônibus) - Operação (Ônibus)";"Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.7.1.B";"Custos (Ônibus) - Administrativo (Ônibus)";"Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.7.1.C";"Custos (Ônibus) - Combustível (Ônibus)";"Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.7.1.D";"Custos (Ônibus) - Depreciação (Ônibus)";"Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.7.1.E";"Custos (Ônibus) - Remuneração pelo Serviço Prestado (Ônibus)";"Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.7.1.F";"Custos (Ônibus) - Peças, acessórios e material de rodagem (Ônibus)";"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.7.1.G";"Custos (Ônibus) - Impostos e Tributação (Ônibus)";"Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.7.1.H";"Custos (Ônibus) - Despesas Administrativas (Ônibus)";"Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.7.1.I";"Custos (Ônibus) - Outros insumos (Ônibus)";"Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por ônibus?";"Custos";"Ônibus";"1";"1";"0";"0";"1"
"3.7.1.J";"Outros insumos detalhamento (Ônibus)";"Se houver outros insumos, especificar:";"missing";"Ônibus";"0";"1";"1";"0";"0"
"3.7.2";NA;"É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de vans/microônibus no município?";NA;NA;"0";"0";"0";"0";"0"
"3.7.2.A";"Custos (Vans/Microônibus) - Operação (Ônibus)";"Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.7.2.B";"Custos (Vans/Microônibus) - Administrativo (Ônibus)";"Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.7.2.C";"Custos (Vans/Microônibus) - Combustível (Ônibus)";"Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.7.2.D";"Custos (Vans/Microônibus) - Depreciação (Ônibus)";"Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.7.2.E";"Custos (Vans/Microônibus) - Remuneração pelo Serviço Prestado (Ônibus)";"Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.7.2.F";"Custos (Vans/Microônibus) - Peças, acessórios e material de rodagem (Ônibus)";"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por van/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.7.2.G";"Custos (Vans/Microônibus) - Impostos e Tributação (Ônibus)";"Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.7.2.H";"Custos (Vans/Microônibus) - Despesas Administrativas (Ônibus)";"Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.7.2.I";"Custos (Vans/Microônibus) - Outros insumos (Ônibus)";"Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?";"Custos";"Vans/Microônibus";NA;NA;"0";"0";"1"
"3.7.3";NA;"É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de metrô no município?";NA;NA;"0";"0";"0";"0";"0"
"3.7.3.A";"Custos (Metrô) - Operação (Ônibus)";"Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.B";"Custos (Metrô) - Administrativo (Ônibus)";"Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.C";"Custos (Metrô) - Combustível (Ônibus)";"Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.D";"Custos (Metrô) - Depreciação (Ônibus)";"Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.E";"Custos (Metrô) - Remuneração pelo Serviço Prestado (Ônibus)";"Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.F";"Custos (Metrô) - Peças, acessórios e material de rodagem (Ônibus)";"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.G";"Custos (Metrô) - Impostos e Tributação (Ônibus)";"Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.H";"Custos (Metrô) - Despesas Administrativas (Ônibus)";"Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.I";"Custos (Metrô) - Energia (Ônibus)";"Energia diz respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.J";"Custos (Metrô) - IPTU (Ônibus)";"IPTU diz respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.3.K";"Custos (Metrô) - Outros insumos (Ônibus)";"Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por metrô?";"Custos";"Metrô";NA;NA;"0";"0";"1"
"3.7.4";NA;"É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de trem no município?";NA;NA;"1";"1";"0";"0";"0"
"3.7.4.A";"Custos (Trem) - Operação (Ônibus)";"Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.B";"Custos (Trem) - Administrativo (Ônibus)";"Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.C";"Custos (Trem) - Combustível (Ônibus)";"Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.D";"Custos (Trem) - Depreciação (Ônibus)";"Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.E";"Custos (Trem) - Remuneração pelo Serviço Prestado (Ônibus)";"Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.F";"Custos (Trem) - Peças, acessórios e material de rodagem (Ônibus)";"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.G";"Custos (Trem) - Impostos e Tributação (Ônibus)";"Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.H";"Custos (Trem) - Despesas Administrativas (Ônibus)";"Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.I";"Custos (Trem) - Energia (Ônibus)";"Energia diz respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.J";"Custos (Trem) - IPTU (Ônibus)";"IPTU diz respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.4.K";"Custos (Trem) - Outros insumos (Ônibus)";"Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por trem?";"Custos";"Trem";NA;NA;"0";"0";"1"
"3.7.5";NA;"É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de barco no município?";NA;NA;"0";"0";"0";"0";"0"
"3.7.5.A";"Custos (Barco) - Operação (Ônibus)";"Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.7.5.B";"Custos (Barco) - Administrativo (Ônibus)";"Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.7.5.C";"Custos (Barco) - Combustível (Ônibus)";"Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.7.5.D";"Custos (Barco) - Depreciação (Ônibus)";"Depreciação de equipamentos diz respeito a qual percentual da planilha de custos do serviço por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.7.5.E";"Custos (Barco) - Remuneração pelo Serviço Prestado (Ônibus)";"Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.7.5.F";"Custos (Barco) - Peças, acessórios e material de rodagem (Ônibus)";"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.7.5.G";"Custos (Barco) - Impostos e Tributação (Ônibus)";"Impostos dizem respeito a qual percentual da planilha de custos do serviço por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.7.5.H";"Custos (Barco) - Despesas Administrativas (Ônibus)";"Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.7.5.I";"Custos (Barco) - Outros insumos (Ônibus)";"Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por barco?";"Custos";"Barco";NA;NA;"0";"0";"1"
"3.7.6";NA;"É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de VLT no município?";NA;NA;"0";"0";"0";"0";"0"
"3.7.6.A";"Custos (VLT) - Operação (Ônibus)";"Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.B";"Custos (VLT) - Administrativo (Ônibus)";"Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.C";"Custos (VLT) - Combustível (Ônibus)";"Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.D";"Custos (VLT) - Depreciação (Ônibus)";"Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.E";"Custos (VLT) - Remuneração pelo Serviço Prestado (Ônibus)";"Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.F";"Custos (VLT) - Peças, acessórios e material de rodagem (Ônibus)";"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.G";"Custos (VLT) - Impostos e Tributação (Ônibus)";"Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.H";"Custos (VLT) - Despesas Administrativas (Ônibus)";"Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.I";"Custos (VLT) - Energia (Ônibus)";"Energia diz respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.J";"Custos (VLT) - IPTU (Ônibus)";"IPTU diz respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.6.K";"Custos (VLT) - Outros insumos (Ônibus)";"Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por VLT?";"Custos";"VLT";NA;NA;"0";"0";"1"
"3.7.7";NA;"É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de monotrilho no município?";NA;NA;"0";NA;"0";"0";"0"
"3.7.7.A";"Custos (Monotrilho) - Operação (Ônibus)";"Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.B";"Custos (Monotrilho) - Administrativo (Ônibus)";"Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.C";"Custos (Monotrilho) - Combustível (Ônibus)";"Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.D";"Custos (Monotrilho) - Depreciação (Ônibus)";"Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.E";"Custos (Monotrilho) - Remuneração pelo Serviço Prestado (Ônibus)";"Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.F";"Custos (Monotrilho) - Peças, acessórios e material de rodagem (Ônibus)";"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.G";"Custos (Monotrilho) - Impostos e Tributação (Ônibus)";"Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.H";"Custos (Monotrilho) - Despesas Administrativas (Ônibus)";"Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.I";"Custos (Monotrilho) - Energia (Ônibus)";"Energia diz respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.J";"Custos (Monotrilho) - IPTU (Ônibus)";"IPTU diz respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.7.K";"Custos (Monotrilho) - Outros insumos (Ônibus)";"Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por monotrilho?";"Custos";"Monotrilho";NA;NA;"0";"0";"1"
"3.7.8";NA;"É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de aeromóvel no município?";NA;NA;"0";NA;"0";"0";"0"
"3.7.8.A";"Custos (Aeromóvel) - Operação (Ônibus)";"Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.B";"Custos (Aeromóvel) - Administrativo (Ônibus)";"Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.C";"Custos (Aeromóvel) - Combustível (Ônibus)";"Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.D";"Custos (Aeromóvel) - Depreciação (Ônibus)";"Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.E";"Custos (Aeromóvel) - Remuneração pelo Serviço Prestado (Ônibus)";"Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.F";"Custos (Aeromóvel) - Peças, acessórios e material de rodagem (Ônibus)";"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.G";"Custos (Aeromóvel) - Impostos e Tributação (Ônibus)";"Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.H";"Custos (Aeromóvel) - Despesas Administrativas (Ônibus)";"Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.I";"Custos (Aeromóvel) - Energia (Ônibus)";"Energia diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.J";"Custos (Aeromóvel) - IPTU (Ônibus)";"IPTU diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"3.7.8.K";"Custos (Aeromóvel) - Outros insumos (Ônibus)";"Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?";"Custos";"Aeromóvel";NA;NA;"0";"0";"1"
"4.1.1";"Plano Diretor";"O município possui Plano Diretor?";"Outros";"Governança e Leis";"0";"1";"0";"0";"0"
"4.1.1.A";"Ano Plano Diretor";"Qual o ano de elaboração ou última atualização do Plano Diretor?";"Outros";"Governança e Leis";"0";"1";"1";"0";"0"
"4.1.2";"Lei de Zoneamento ou Uso e Ocupação do Solo";"O município possui Lei de Zoneamento ou Uso e Ocupação do Solo?";"Outros";"Governança e Leis";"0";"1";"0";"0";"0"
"4.3.1";"Contemplado em Plano de Mobilidade Urbana";"O município está contemplado em algum Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana?";"Outros";"Governança e Leis";"0";"1";"0";"0";"0"
"4.3.1.A";"Contemplado em Plano de Mobilidade Urbana - Detalhamento";"O Plano de Mobilidade Urbana diz respeito a qual Região Metropolitana ou Aglomeração Urbana?";"missing";NA;"0";"0";"0";"0";"0"
"4.3.1.B";"Contemplado em Plano de Mobilidade Urbana - Digital";"Em qual website é possível obter o Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana em formato digital?";"missing";NA;"0";"0";"0";"0";"0"
"4.3.2";NA;"O município está contemplado em algum Plano de Desenvolvimento Urbano Integrado (PDUI) (Lei Federal nº 13.089/2015 - Estatuto da Metrópole)?";NA;NA;"0";"0";"0";"0";"0"
"4.3.2.A";NA;"O PDUI diz respeito a qual Região Metropolitana ou Aglomeração Urbana?";NA;NA;"0";"0";"0";"0";"0"
"4.3.2.B";NA;"Em qual website é possível obter o Plano de Desenvolvimento Urbano Integrado (PDUI) em formato digital?";NA;NA;"0";"0";"0";"0";"0"
"4.4.1";NA;"O município possui Plano de Mobilidade Urbana?";NA;NA;"0";"0";"0";"0";"0"
"4.4.2";NA;"Qual o ano de elaboração ou última atualização do Plano de Mobilidade Urbana?";NA;NA;"0";"0";"1";"0";"0"
"4.4.3";NA;"Qual o instrumento normativo que aprovou o Plano de Mobilidade Urbana?";NA;NA;"0";"0";"0";"0";"0"
"4.4.3.A";NA;"Qual o número da Lei ou instrumento normativo que aprovou o plano?";NA;NA;"0";"0";"0";"0";"0"
"4.4.3.B";NA;"Em qual website é possível obter o Plano de Mobilidade Urbana em formato digital?";NA;NA;"0";"0";"0";"0";"0"
"4.5.1";NA;"Quais metodologias de participação social foram utilizadas durante a elaboração do Plano de Mobilidade Urbana?";NA;NA;"0";"0";"0";"0";"0"
"4.5.2";NA;"Quais itens a seguir foram considerados na metodologia de elaboração do Plano de Mobilidade Urbana?";NA;NA;"0";"0";"0";"0";"0"
"4.6.1";NA;"Quais temas a seguir estão contemplados no Plano de Mobilidade Urbana?";NA;NA;"0";"0";"0";"0";"0"
"4.7.1";NA;"O município já realizou pesquisa Origem-Destino (O/D)?";NA;NA;"0";"0";"0";"0";"0"
"4.7.1.A";"Ano da POD";"Qual o ano de realização da última pesquisa O/D?";"Origem e Destino";NA;"0";"0";"1";"0";"0"
"4.7.1.B";"Periodicidade da POD";"Qual a periodicidade de realização da pesquisa?";"Origem e Destino";NA;"0";"0";"0";"0";"0"
"4.7.1.C";"Website POD";"Em qual website é possível obter a Pesquisa Origem-Destino em formato digital?";"Origem e Destino";NA;"0";"0";"0";"0";"0"
"4.7.1.D";"POD - Número médio de viagens diárias";"Considerando todos os modos de transporte e as pesquisa O/D realizadas, qual o número médio de viagens diárias no município?";"Outros";"Origem e Destino";"0";"0";"1";"0";"0"
"4.7.1.E";"POD - Distância média das viagens";"Considerando todos os modos de transporte e as pesquisas O/D realizadas, qual a distância média das viagens no município? (Em km)";"Outros";"Origem e Destino";"0";"0";"0";"1";"0"
"4.7.1.F";"POD - Tempo médio das viagens";"Considerando todos os modos de transportes e as pesquisas O/D realizadas, qual o tempo médio das viagens realizadas no município? (Em minutos)";"Outros";"Origem e Destino";"0";"0";"1";"0";"0"
"4.7.1.G";"POD - Percentual de viagens a pé";"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas a pé? (Em %)";"Outros";"Origem e Destino";"1";"0";"0";"0";"1"
"4.7.1.H";"POD - Percentual de viagens de bicicleta";"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas de bicicleta? (Em %)";"Outros";"Origem e Destino";"1";"0";"0";"0";"1"
"4.7.1.I";"POD - Percentual de viagens por transporte público";"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte coletivo? (Em %)";"Outros";"Origem e Destino";"1";"0";"0";"0";"1"
"4.7.1.J";"POD - Percentual de viagens por automóvel individual";"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (automóvel)? (Em %)";"Outros";"Origem e Destino";"1";"0";"0";"0";"1"
"4.7.1.K";"POD - Percentual de viagens por moto";"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (moto)? (Em %)";"Outros";"Origem e Destino";"1";"0";"0";"0";"1"
"4.7.1.L";"POD - Percentual de viagens por táxi ou carro de aplicativo";"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual remunerado (táxi, aplicativos)? (Em %)";"Outros";"Origem e Destino";"1";"0";"0";"0";"1"
"4.7.1.M";"POD - Percentual de viagens por outros modais";"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por outros modos de transporte? (Em %)";"Outros";"Origem e Destino";"1";"0";"0";"0";"1"
"4.8.1";NA;"Quais ações, medidas, programas ou instrumentos destinados à promoção de acessibilidade o município possui?";NA;NA;"0";"0";"0";"0";"0"
"4.8.2";NA;"A questão da acessibilidade é abordada em quais leis municipais?";NA;NA;"0";"0";"0";"0";"0"
"5.1.1";NA;"Em seu município existe a cobrança de tributos sobre modos e serviços de transporte urbano pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?";NA;NA;"0";"0";"0";"0";"0"
"5.1.1.A";NA;"Qual a arrecadação anual no ano de 2023 do município com a cobrança de tributos pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?";NA;NA;"0";NA;"1";"0";"0"
"5.2.1";"Vagas de Estacionamento Reguladas";"Qual o número de vagas de estacionamento regulamentados existentes no município?";"Infraestrutura";"Automóvel";"1";"1";"1";"0";"0"
"5.2.1.A";"Percentual de Vagas de Estacionamento para Deficientes";"Qual o percentual de vagas de estacionamento reservadas para pessoas com deficiência e mobilidade reduzida? (Em %)";"Infraestrutura";"Automóvel";"1";"1";"0";"0";"1"
"5.2.1.B";"Percentual de Vagas de Estacionamento para Idosos";"Qual o percentual de vagas de estacionamento reservadas para idosos? (Em %)";"Infraestrutura";"Automóvel";"1";"1";"0";"0";"1"
"5.2.1.C";"Percentual de Vagas de Estacionamento para Gestantes";"Qual o percentual de vagas de estacionamento reservadas para gestantes? (Em %)";"Infraestrutura";"Automóvel";"1";"1";"0";"0";"1"
"5.2.2";"Existe Fiscalização para Cobrança em Vagas Públicas";"Existe controle ou cobrança para estacionamento em vagas públicas, como por exemplo, Área Azul?";"Infraestrutura";"Automóvel";"0";"0";"0";"0";"0"
"5.2.2.A";"Valor Arrecadado com Cobrança de Estacionamento";"Qual o valor arrecadado com a cobrança de estacionamento no ano de 2023?";"Arrecadação";"Tributos";"1";"1";"1";"0";"0"
"5.3.1";"Instrumentos de Gestão";"Marque os instrumentos de gestão presentes em seu município:";"missing";NA;"0";"0";"0";"0";"0"
"7.1.1";"Frota de Ônibus com Fontes de Energia Alternativa";"Na composição da frota de transporte público coletivo, existem ônibus que utilizam tecnologia veicular ou fontes de energia alternativa?";"Frota";"Ônibus";"0";"0";"0";"0";"0"
"7.1.1A";"Frota de Ônibus Movido a Etanol (%)";"Qual o percentual da frota que utiliza etanol como fonte de energia?";"Frota";"Ônibus";"1";"1";"0";"0";"1"
"7.1.1.B";"Frota de Ônibus Movido a Eletricidade (%)";"Qual o percentual da frota que utiliza eletricidade como fonte de energia?";"Frota";"Ônibus";"1";"1";"0";"0";"1"
"7.1.1.C";"Frota de Ônibus Movido a Gás Natural (%)";"Qual o percentual da frota que utiliza gás natural como fonte de energia?";"Frota";"Ônibus";"1";"1";"0";"0";"1"
"7.1.1.D";"Frota de Ônibus Movido a Hidrogênio (%)";"Qual o percentual da frota que utiliza hidrogênio como fonte de energia?";"Frota";"Ônibus";"1";"1";"0";"0";"1"
"7.1.1.E";"Frota de Ônibus Movido a Biodiesel (%)";"Qual o percentual da frota que utiliza biodiesel como fonte de energia?";"Frota";"Ônibus";"1";"1";"0";"0";"1"
"7.1.1.F";"Frota de Ônibus Híbridos (Eletricidade + Diesel) (%)";"Qual o percentual da frota que utiliza energia híbrida (eletricidade + diesel)?";"Frota";"Ônibus";"1";"1";"0";"0";"1"
"7.2.1";"Frota de Táxis com Fontes de Energia Alternativa";"Na composição da frota de táxi, existem veículos que utilizam combustíveis menos poluentes ou fontes de energia alternativa?";"Frota";"Táxi";"0";"0";"0";"0";"0"
"7.2.1.A";"Frota de Táxis Movido a Etanol (%)";"Qual o percentual da frota de táxi que utiliza etanol como fonte de energia?";"Frota";"Táxi";"1";"1";"0";"0";"1"
