code_variable,name_variable,label_pergunta,label,tipo,modal,is_dashboard,is_portal,is_transform,is_average,is_percentage,is_absolute,is_candidate,categoria
1.4.4,"Qual o número total de pontos de embarque e desembarque com plataforma de embarque em nível para usuários, considerando todos os modos de transporte?","Qual o número total de pontos de embarque e desembarque com plataforma de embarque em nível para usuários, considerando todos os modos de transporte?",Pontos de Embarque (em nível),numeric,NA,1,1,1,0,0,1,1,Infraestrutura
1.5.1.A,Qual a frota de veículos operacionais de ônibus convencional no município?,Qual a frota de veículos operacionais de ônibus convencional no município?,Frota de ônibus,numeric,Ônibus,0,1,1,0,0,1,1,Frota
1.5.1.B,Qual a capacidade média da frota de ônibus convencionais operacionais no município?,Qual a capacidade média da frota de ônibus convencionais operacionais no município?,Ônibus (capacidade média),numeric,Ônibus,1,1,0,1,0,0,1,Frota
1.5.1.C,Qual o número de ônibus convencionais operacionais de piso baixo no município?,Qual o número de ônibus convencionais operacionais de piso baixo no município?,Ônibus (piso baixo),numeric,Ônibus,1,1,1,0,0,1,1,Frota
1.5.1.D,Qual o número de ônibus convencionais operacionais com plataforma elevatória no município?,Qual o número de ônibus convencionais operacionais com plataforma elevatória no município?,Ônibus (com plataforma),numeric,Ônibus,1,1,1,0,0,1,1,Frota
1.5.1.E,Qual a frota de veículos operacionais de ônibus articulado no município?,Qual a frota de veículos operacionais de ônibus articulado no município?,Frota de Ônibus Articulados,numeric,Ônibus,1,1,1,0,0,1,1,Frota
1.5.1.F,Qual a capacidade média de ônibus articulado operacionais no município?,Qual a capacidade média de ônibus articulado operacionais no município?,Ônibus Articulados (capacidade média),numeric,Ônibus,1,1,0,1,0,0,1,Frota
1.5.1.G,Qual o número de ônibus articulados operacionais de piso baixo?,Qual o número de ônibus articulados operacionais de piso baixo?,Ônibus Articulados (piso baixo),numeric,Ônibus,1,1,1,0,0,1,1,Frota
1.5.1.H,Qual o número de ônibus articulados operacionais com plataforma elevatória no município?,Qual o número de ônibus articulados operacionais com plataforma elevatória no município?,Ônibus Articulados (com plataforma),numeric,Ônibus,1,1,1,0,0,1,1,Frota
1.5.1.I,Qual a frota de veículos operacionais de ônibus biarticulado no município?,Qual a frota de veículos operacionais de ônibus biarticulado no município?,Frota de Ônibus Biarticulados,numeric,Ônibus,1,1,1,0,0,1,1,Frota
1.5.1.J,Qual a capacidade média de ônibus biarticulado operacionais no município?,Qual a capacidade média de ônibus biarticulado operacionais no município?,Ônibus Biarticulados (cap. média),numeric,Ônibus,1,1,0,1,0,0,1,Frota
1.5.1.K,Qual o número de ônibus biarticulados operacionais de piso baixo?,Qual o número de ônibus biarticulados operacionais de piso baixo?,Ônibus Biarticulados (piso baixo),numeric,Ônibus,1,1,1,0,0,1,1,Frota
1.5.1.L,Qual o número de ônibus biarticulados operacionais com plataforma elevatória no município?,Qual o número de ônibus biarticulados operacionais com plataforma elevatória no município?,Ônibus Biarticulados (com plataforma),numeric,Ônibus,1,1,1,0,0,1,1,Frota
1.5.1.M,Qual a frota de veículos operacionais de vans/microônibus no município?,Qual a frota de veículos operacionais de vans/microônibus no município?,Frota de Microônibus,numeric,Microônibus,1,1,1,0,0,1,1,Frota
1.5.1.N,Qual a capacidade média da frota de vans/microônibus operacionais no município?,Qual a capacidade média da frota de vans/microônibus operacionais no município?,Microônibus (capacidade média),numeric,Microônibus,1,1,0,1,0,0,1,Frota
1.5.1.O,Qual a frota de veículos operacionais de táxi no município?,Qual a frota de veículos operacionais de táxi no município?,Frota de Táxis,numeric,Táxi,1,1,1,0,0,1,1,Frota
1.5.1.P,Qual a frota de veículos operacionais de mototáxi no município?,Qual a frota de veículos operacionais de mototáxi no município?,Frota de Mototáxis,numeric,Mototáxi,1,1,1,0,0,1,1,Frota
1.5.1.Q,Qual a frota de veículos operacionais de metrô (composição) no município?,Qual a frota de veículos operacionais de metrô (composição) no município?,Frota (composição) de Metrôs,numeric,Metrô,1,1,1,0,0,1,1,Frota
1.5.1.R,Qual a capacidade média de um veículo de metrô (composição) no município?,Qual a capacidade média de um veículo de metrô (composição) no município?,Metrô (capacidade média),numeric,Metrô,1,1,0,1,0,0,1,Frota
1.5.1.U,Qual a frota de barcos operacionais no município?,Qual a frota de barcos operacionais no município?,Frota de Barcos,numeric,Barco,1,1,1,0,0,1,1,Frota
1.5.1.V,Qual a capacidade média da frota de barco no município?,Qual a capacidade média da frota de barco no município?,Barcos (capacidade média),numeric,Barco,1,1,0,1,0,0,1,Frota
1.5.1.W,Qual a frota de veículos operacionais de VLT (composição) no município?,Qual a frota de veículos operacionais de VLT (composição) no município?,Frota (composição) de VLTs,numeric,VLT,1,1,1,0,0,1,1,Frota
1.5.1.X,Qual a capacidade média de um veículo de VLT (composição) no município?,Qual a capacidade média de um veículo de VLT (composição) no município?,VLT (capacidade média),numeric,VLT,1,1,0,1,0,0,1,Frota
1.5.1.AC,Qual a frota de bicicletas compartilhadas operacionais no município?,Qual a frota de bicicletas compartilhadas operacionais no município?,Frota de Bicicletas Compartilhadas,numeric,Bicicleta,1,1,1,0,0,1,1,Frota
1.5.2.A,Qual a frota de veículos para fretamento para transporte de passageiro no município?,Qual a frota de veículos para fretamento para transporte de passageiro no município?,Frota de Veículos Fretados para Passageiros,numeric,Fretamento,1,1,1,0,0,1,1,Frota
1.5.2.B,Qual a frota de veículos para transporte escolar no município?,Qual a frota de veículos para transporte escolar no município?,Frota de Veículos Escolares,numeric,Escolar,1,1,1,0,0,1,1,Frota
1.6.1.A,Qual a quilometragem de vias dedicadas onde apenas pedestres podem circular (permanente)?,Qual a quilometragem de vias dedicadas onde apenas pedestres podem circular (permanente)?,Extensão de Vias Exclusivas para Pedestres,numeric,Pedestres,0,1,0,0,0,1,1,Frota
1.6.1.B,Qual a quilometragem de vias dedicadas onde apenas pedestres podem circular (temporária)?,Qual a quilometragem de vias dedicadas onde apenas pedestres podem circular (temporária)?,Extensão de Vias Exclusivas Temporárias para Pedestres,numeric,Pedestres,0,1,0,0,0,1,1,Frota
1.6.1.C,Qual a quilometragem de calçadas no município (parte da via reservada ao trânsito de pedestres)?,Qual a quilometragem de calçadas no município (parte da via reservada ao trânsito de pedestres)?,Extensão de Calçadas para Pedestres,numeric,Pedestres,0,1,0,0,0,1,1,Frota
1.6.1.D,Qual a quilometragem de vias dedicadas exclusivas para BRTs no município?,Qual a quilometragem de vias dedicadas exclusivas para BRTs no município?,Extensão de Vias Exclusivas para BRT,numeric,NA,0,1,0,0,0,1,1,Frota
1.6.1.E,Qual a quilometragem de vias dedicadas exclusivamente a corredores de ônibus no município?,Qual a quilometragem de vias dedicadas exclusivamente a corredores de ônibus no município?,Extensão de Corredores Exclusivos de Ônibus,numeric,Ônibus,0,1,0,0,0,1,1,Frota
1.6.1.F,Qual a quilometragem de vias dedicadas a faixas exclusivas no município?,Qual a quilometragem de vias dedicadas a faixas exclusivas no município?,Extensão de Faixas Exclusivas,numeric,NA,0,1,0,0,0,1,1,Frota
1.6.1.G,Qual a quilometragem de vias dedicadas exclusivamente a ciclovias no município?,Qual a quilometragem de vias dedicadas exclusivamente a ciclovias no município?,Extensão de Ciclovias Exclusivas,numeric,NA,0,1,0,0,0,1,1,Frota
1.6.1.H,Qual a quilometragem de vias dedicadas exclusivamente a ciclofaixas no município?,Qual a quilometragem de vias dedicadas exclusivamente a ciclofaixas no município?,Extensão de Ciclofaixas Exclusivas,numeric,NA,0,1,0,0,0,1,1,Frota
1.6.1.I,Qual a quilometragem de vias dedicadas exclusivamente a metrô no município?,Qual a quilometragem de vias dedicadas exclusivamente a metrô no município?,Extensão da malha (metrô),numeric,Metrô,0,1,0,0,0,1,1,Frota
1.6.1.J,Qual a quilometragem de vias dedicadas exclusivamente a trem no município?,Qual a quilometragem de vias dedicadas exclusivamente a trem no município?,Extensão da malha (trem),numeric,Trem,0,1,0,0,0,1,1,Frota
1.6.1.K,Qual a quilometragem de vias dedicadas exclusivamente a VLT no município?,Qual a quilometragem de vias dedicadas exclusivamente a VLT no município?,Extensão da malha (VLT),numeric,VLT,0,1,0,0,0,1,1,Frota
1.6.1.M,Qual a quilometragem de vias dedicadas exclusivamente a aeromóvel no município?,Qual a quilometragem de vias dedicadas exclusivamente a aeromóvel no município?,Extensão da malha (aeromóvel),numeric,Aeromóvel,0,1,0,0,0,1,1,Frota
1.7.1.A,Qual a quilometragem percorrida no ano de 2023 pela frota de ônibus do município?,Qual a quilometragem percorrida no ano pela frota de ônibus do município?,Quilômetros Percorridos (Ônibus),numeric,Ônibus,1,1,1,0,0,1,1,Frota
1.7.1.B,Qual a quilometragem percorrida no ano de 2023 pela frota de vans/microônibus do município?,Qual a quilometragem percorrida no ano pela frota de vans/microônibus do município?,Quilômetros Percorridos (Microônibus),numeric,Microônibus,1,1,1,0,0,1,1,Frota
1.7.1.C,Qual a quilometragem percorrida no ano de 2023 pela frota de metrô do município?,Qual a quilometragem percorrida no ano pela frota de metrô do município?,Quilômetros Percorridos (Metrô),numeric,Metrô,1,1,1,0,0,1,1,Frota
1.7.1.E,Qual a quilometragem percorrida no ano de 2023 pela frota de barco/catamarã do município?,Qual a quilometragem percorrida no ano pela frota de barco/catamarã do município?,Quilômetros Percorridos (Barco),numeric,Barco,1,1,1,0,0,1,1,Frota
2.1.1.A,Qual a velocidade média operacional (km/h) do sistema de BRT do município em faixas prioritárias no horário de pico?,Qual a velocidade média operacional (km/h) do sistema de BRT do município em faixas prioritárias no horário de pico?,Velocidade Média do BRT em faixas prioritárias (pico),numeric,NA,1,1,0,1,0,0,1,Frota
2.1.1.B,Qual a velocidade média operacional (km/h) nos corredores de ônibus do município no horário de pico?,Qual a velocidade média operacional (km/h) nos corredores de ônibus do município no horário de pico?,Velocidade Média do Ônibus nos Corredores (pico),numeric,Ônibus,1,1,0,1,0,0,1,Frota
2.1.1.C,Qual a velocidade média operacional (km/h) nas faixas exclusivas de ônibus do município no horário de pico?,Qual a velocidade média operacional (km/h) nas faixas exclusivas de ônibus do município no horário de pico?,Velocidade Média do Ônibus nas Faixas Exclusivas (pico),numeric,Ônibus,1,1,0,1,0,0,1,Frota
2.1.1.D,Qual a velocidade média operacional (km/h) do sistema de metrô do município no horário de pico?,Qual a velocidade média operacional (km/h) do sistema de metrô do município no horário de pico?,Velocidade Média do Metrô (pico),numeric,Metrô,1,1,0,1,0,0,1,Frota
2.1.1.F,Qual a velocidade média operacional (km/h) do sistema de VLT do município no horário de pico?,Qual a velocidade média operacional (km/h) do sistema de VLT do município no horário de pico?,Velocidade Média do VLT (pico),numeric,VLT,1,1,0,1,0,0,1,Frota
2.1.2,Qual a velocidade média operacional (km/h) do sistema de transporte público coletivo em vias de tráfego misto no horário de pico?,Qual a velocidade média operacional (km/h) do sistema de transporte público coletivo em vias de tráfego misto no horário de pico?,Velocidade Média do Transporte Público em Vias Mistas,numeric,NA,1,1,0,1,0,0,1,Frota
2.3.1.A,Qual a idade média da frota do serviço de transporte por ônibus no município? (em anos),Qual a idade média da frota do serviço de transporte por ônibus no município? (em anos),Idade Média da Frota de Ônibus,numeric,Ônibus,0,1,0,1,0,0,1,Frota
2.3.1.B,Qual a idade média da frota do serviço de transporte por vans/microônibus no município? (em anos),Qual a idade média da frota do serviço de transporte por vans/microônibus no município? (em anos),Idade Média da Frota de Microônibus,numeric,Microônibus,0,1,0,1,0,0,1,Frota
2.3.1.C,Qual a idade média da frota do serviço de transporte por metrô no município? (em anos),Qual a idade média da frota do serviço de transporte por metrô no município? (em anos),Idade Média da Frota de Metrô,numeric,Metrô,1,1,0,1,0,0,1,Frota
2.3.1.H,Qual a idade média da frota do serviço de transporte por Táxi no município? (em anos),Qual a idade média da frota do serviço de transporte por Táxi no município? (em anos),Idade Média da Frota de Táxis,numeric,Táxi,0,1,0,1,0,0,1,Frota
2.4.1.A,Qual o número de terminais rodoviários com informações aos usuários sobre itinerários?,Qual o número de terminais rodoviários com informações aos usuários sobre itinerários?,Terminais Rodoviários com Itinerários,numeric,NA,0,1,0,0,0,1,1,Infraestrutura
2.4.1.B,Qual o número de terminais rodoviários com informações aos usuários sobre horários?,Qual o número de terminais rodoviários com informações aos usuários sobre horários?,Terminais Rodoviários com Informações sobre Horários,numeric,NA,0,1,0,0,0,1,1,Infraestrutura
2.4.1.C,Qual o número de terminais rodoviários com informações aos usuários sobre tarifas dos serviços?,Qual o número de terminais rodoviários com informações aos usuários sobre tarifas dos serviços?,Terminais Rodoviários com Informações sobre Tarifas,numeric,NA,0,1,0,0,0,1,1,Infraestrutura
2.4.1.D,Qual o número de terminais rodoviários com informações aos usuários sobre formas de integração com outros modos de transporte?,Qual o número de terminais rodoviários com informações aos usuários sobre formas de integração com outros modos de transporte?,Terminais Rodoviários com Informações sobre Integrações,numeric,NA,0,1,0,0,0,1,1,Infraestrutura
2.4.1.E,Qual o número de estações metroferroviárias com informações aos usuários sobre itinerários?,Qual o número de estações metroferroviárias com informações aos usuários sobre itinerários?,Estações Metroviárias com Itinerários,numeric,NA,1,1,1,0,0,1,1,Infraestrutura
2.4.1.F,Qual o número de estações metroferroviárias com informações aos usuários sobre horários?,Qual o número de estações metroferroviárias com informações aos usuários sobre horários?,Estações Metroviárias com Informações sobre Horários,numeric,NA,1,1,1,0,0,1,1,Infraestrutura
2.4.1.G,Qual o número de estações metroferroviárias com informações aos usuários sobre tarifas dos serviços?,Qual o número de estações metroferroviárias com informações aos usuários sobre tarifas dos serviços?,Estações Metroviárias com Informações sobre Tarifas,numeric,NA,1,1,1,0,0,1,1,Infraestrutura
2.4.1.H,Qual o número de estações metroferroviárias com informações aos usuários sobre formas de integração com outros modos de transporte?,Qual o número de estações metroferroviárias com informações aos usuários sobre formas de integração com outros modos de transporte?,Estações Metroviárias com Informações sobre Integrações,numeric,NA,1,1,1,0,0,1,1,Infraestrutura
