name_variable,code_variable
Qual a velocidade média operacional (km/h) do sistema de monotrilho do município no horário de pico?,2.1.1.G
Qual a velocidade média operacional (km/h) do sistema de aeromóvel do município no horário de pico?,2.1.1.H
Qual a velocidade média operacional (km/h) do sistema de transporte público coletivo em vias de tráfego misto no horário de pico?,2.1.2
É possível a circulação de táxis nos corredores de ônibus?,2.2.1
Qual a idade média da frota do serviço de transporte por ônibus no município? (em anos),2.3.1.A
Qual a idade média da frota do serviço de transporte por vans/microônibus no município? (em anos),2.3.1.B
Qual a idade média da frota do serviço de transporte por metrô no município? (em anos),2.3.1.C
Qual a idade média da frota do serviço de transporte por trem no município? (em anos),2.3.1.D
Qual a idade média da frota do serviço de transporte por VLT no município? (em anos),2.3.1.E
Qual a idade média da frota do serviço de transporte por monotrilho no município? (em anos),2.3.1.F
Qual a idade média da frota do serviço de transporte por aeromóvel no município? (em anos),2.3.1.G
Qual a idade média da frota do serviço de transporte por Táxi no município? (em anos),2.3.1.H
Qual o número de terminais rodoviários com informações aos usuários sobre itinerários?,2.4.1.A
Qual o número de terminais rodoviários com informações aos usuários sobre horários?,2.4.1.B
Qual o número de terminais rodoviários com informações aos usuários sobre tarifas dos serviços?,2.4.1.C
Qual o número de terminais rodoviários com informações aos usuários sobre formas de integração com outros modos de transporte?,2.4.1.D
Qual o número de estações metroferroviárias com informações aos usuários sobre itinerários?,2.4.1.E
Qual o número de estações metroferroviárias com informações aos usuários sobre horários?,2.4.1.F
Qual o número de estações metroferroviárias com informações aos usuários sobre tarifas dos serviços?,2.4.1.G
Qual o número de estações metroferroviárias com informações aos usuários sobre formas de integração com outros modos de transporte?,2.4.1.H
Qual o número total de pontos de embarque e desembarque com informações aos usuários sobre itinerários?,2.4.2.A
Qual o número total de pontos de embarque e desembarque com informações aos usuários sobre horários?,2.4.2.B
Qual o número total de pontos de embarque e desembarque com informações aos usuários sobre tarifas?,2.4.2.C
Qual o número total de pontos de embarque e desembarque com informações aos usuários sobre modos de interação com outros modos de transporte?,2.4.2.D
O município realiza pesquisa de satisfação dos usuários?,2.5.1
Ano de realização da pesquisa:,2.5.1.A
Em qual website é possível obter a pesquisa de satisfação dos usuários em formato digital?,2.5.1.B
O município possui informações sobre pontualidade e regularidade na prestação do serviço de transporte por ônibus?,2.6.1.A
O município possui informações sobre pontualidade e regularidade na prestação do serviço de transporte por vans/microônibus?,2.6.1.B
O município possui informações sobre pontualidade e regularidade na prestação do serviço de transporte por metrô?,2.6.1.C
O município possui informações sobre pontualidade e regularidade na prestação do serviço de transporte por trem?,2.6.1.D
O município possui informações sobre pontualidade e regularidade na prestação do serviço de transporte por barco?,2.6.1.E
O município possui informações sobre pontualidade e regularidade na prestação do serviço de transporte por VLT?,2.6.1.F
O município possui informações sobre pontualidade e regularidade na prestação do serviço de transporte por monotrilho?,2.6.1.G
O município possui informações sobre pontualidade e regularidade na prestação do serviço de transporte por aeromóvel?,2.6.1.H
Qual a porcentagem de viagens por ônibus foram realizadas dentro do horário programado em 2023? (%),2.6.2.A
Qual a porcentagem de viagens por vans/microônibus foram realizadas dentro do horário programado em 2023? (%),2.6.2.B
Qual a porcentagem de viagens por metrô foram realizadas dentro do horário programado em 2023? (%),2.6.2.C
Qual a porcentagem de viagens por trem foram realizadas dentro do horário programado em 2023? (%),2.6.2.D
Qual a porcentagem de viagens por barco foram realizadas dentro do horário programado em 2023? (%),2.6.2.E
Qual a porcentagem de viagens por VLT foram realizadas dentro do horário programado em 2023? (%),2.6.2.F
Qual a porcentagem de viagens por Monotrilho foram realizadas dentro do horário programado em 2023? (%),2.6.2.G
Qual a porcentagem de viagens por aeromóvel foram realizadas dentro do horário programado em 2023? (%),2.6.2.H
Qual a porcentagem de viagens por ônibus não foram completadas em 2023? (%),2.6.2.I
Qual o percentual de viagens por vans/microônibus não foram completadas em 2023? (%),2.6.2.J
Qual o percentual de viagens por metrô não foram completadas em 2023? (%),2.6.2.K
Qual o percentual de viagens por trem não foram completadas em 2023? (%),2.6.2.L
Qual o percentual de viagens por barco não foram completadas em 2023? (%),2.6.2.M
Qual o percentual de viagens por VLT não foram completadas em 2023? (%),2.6.2.N
Qual o percentual de viagens por monotrilho não foram completadas em 2023? (%),2.6.2.O
Qual o percentual de viagens por aeromóvel não foram completadas em 2023? (%),2.6.2.P
Qual o valor da atual tarifa predominante do município?,3.1.1.A
Qual o valor anterior da tarifa predominante no município?,3.1.1.B
Qual a data do último reajuste?,3.1.1.C
Existe outros valores de tarifas na rede de transporte público coletivo no município?,3.1.2
Quais outros serviços e respectivos valores de tarifas públicas existem no município?,3.1.2.A
Quais as formas de integração tarifária existentes?,3.1.3
Qual o valor da receita tarifária anual por ônibus arrecadado em 2023?,3.2.1.A
"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por ônibus em 2023?",3.2.1.B
"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por ônibus em 2023?",3.2.1.C
"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por ônibus em 2023?",3.2.1.D
"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por ônibus em 2023?",3.2.1.E
Qual o valor da receita tarifária anual por vans/microônibus arrecadado em 2023?,3.2.2.A
"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por vans/microônibus em 2023?",3.2.2.B
"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por vans/microônibus em 2023?",3.2.2.C
"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por vans/microônibus em 2023?",3.2.2.D
"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por vans/microônibus em 2023?",3.2.2.E
Qual o valor da receita tarifária anual por metrô arrecadado em 2023?,3.2.3.A
"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por metrô em 2023?",3.2.3.B
"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por metrô em 2023?",3.2.3.C
"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por metrô em 2023?",3.2.3.D
"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por metrô em 2023?",3.2.3.E
Qual o valor da receita tarifária anual por trem arrecadado em 2023?,3.2.4.A
"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por trem em 2023?",3.2.4.B
"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por trem em 2023?",3.2.4.C
"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por trem em 2023?",3.2.4.D
"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por trem em 2023?",3.2.4.E
Qual o valor da receita tarifária anual por barco arrecadado em 2023?,3.2.5.A
"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por barco em 2023?",3.2.5.B
"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por barco em 2023?",3.2.5.C
"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por barco em 2023?",3.2.5.D
"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por barco em 2023?",3.2.5.E
Qual o valor da receita tarifária anual por VLT arrecado em 2023?,3.2.6.A
"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por VLT em 2023?",3.2.6.B
"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por VLT em 2023?",3.2.6.C
"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por VLT em 2023?",3.2.6.D
"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por VLT em 2023?",3.2.6.E
Qual o valor da receita tarifária anual por monotrilho arrecadado em 2023?,3.2.7.A
"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por monotrilho em 2023?",3.2.7.B
"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por monotrilho em 2023?",3.2.7.C
"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por monotrilho em 2023?",3.2.7.D
"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por monotrilho em 2023?",3.2.7.E
Qual o valor da receita tarifária anual por aeromóvel arrecado em 2023?,3.2.8.A
"Se houver receita extratarifária, qual o valor de subsídio associado a passageiros com benefícios tarifários utilizado no sistema por aeromóvel em 2023?",3.2.8.B
"Se houver receita extratarifária, qual o valor arrecadado com subsídio direto ao sistema (subvenção) no sistema por aeromóvel em 2023?",3.2.8.C
"Se houver receita extratarifária, qual o valor arrecadado com publicidade em abrigos, terminais e veículos no sistema por aeromóvel em 2023?",3.2.8.D
"Se houver receita extratarifária, qual o valor arrecadado com outras fontes de recursos no sistema por aeromóvel em 2023?",3.2.8.E
Quais os impostos incidentes no serviço de transporte por ônibus?,3.3.1.A
Qual o percentual de ISS incidente no serviço de transporte por ônibus?,3.3.1.B
Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por ônibus?,3.3.1.C
Qual o percentual de PIS incidente no serviço de transporte por ônibus?,3.3.1.D
Qual o percentual de Cofins incidente no serviço de transporte por ônibus?,3.3.1.E
Qual o percentual de outros impostos incidentes no serviço de transporte por ônibus?,3.3.1.F
Quais outros impostos incidem no serviço de transporte por ônibus?,3.3.1.G
Quais os impostos incidentes no serviço de transporte por vans/microônibus?,3.3.1.H
Qual o percentual de ISS incidente no serviço de transporte por vans/microônibus?,3.3.1.I
Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por vans/microônibus?,3.3.1.J
Qual o percentual de PIS incidente no serviço de transporte por vans/microônibus?,3.3.1.K
Qual o percentual de Cofins incidente no serviço de transporte por vans/microônibus?,3.3.1.L
Qual o percentual de outros impostos incidentes no serviço de transporte por vans/microônibus?,3.3.1.M
Quais outros impostos incidem no serviço de transporte por vans/microônibus?,3.3.1.N
Quais os impostos incidentes no serviço de transporte por metrô?,3.3.1.O
Qual o percentual de ISS incidente no serviço de transporte por metrô?,3.3.1.P
Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por metrô?,3.3.1.Q
Qual o percentual de PIS incidente no serviço de transporte por metrô?,3.3.1.R
Qual o percentual de Cofins incidente no serviço de transporte por metrô?,3.3.1.S
Qual o percentual de outros impostos incidentes no serviço de transporte por metrô?,3.3.1.T
Quais outros impostos incidem no serviço de transporte por metrô?,3.3.1.U
Quais os impostos incidentes no serviço de transporte por trem?,3.3.1.V
Qual o percentual de ISS incidente no serviço de transporte por trem?,3.3.1.W
Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por trem?,3.3.1.X
Qual o percentual de PIS incidente no serviço de transporte por trem?,3.3.1.Y
Qual o percentual de Cofins incidente no serviço de transporte por trem?,3.3.1.Z
Qual o percentual de outros impostos incidentes no serviço de transporte por trem?,3.3.1.AA
Quais outros impostos incidem no serviço de transporte por trem?,3.3.1.AB
Quais os impostos incidentes no serviço de transporte por barco?,3.3.1.AC
Qual o percentual de ISS incidente no serviço de transporte por barco?,3.3.1.AD
Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por barco?,3.3.1.AE
Qual o percentual de PIS incidente no serviço de transporte por barco?,3.3.1.AF
Qual o percentual de Cofins incidente no serviço de transporte por barco?,3.3.1.AG
Qual o percentual de outros impostos incidentes no serviço de transporte por barco?,3.3.1.AH
Quais outros impostos incidem no serviço de transporte por barco?,3.3.1.AI
Quais os impostos incidentes no serviço de transporte por VLT?,3.3.1.AJ
Qual o percentual de ISS incidente no serviço de transporte por VLT?,3.3.1.AK
Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por VLT?,3.3.1.AL
Qual o percentual de PIS incidente no serviço de transporte por VLT?,3.3.1.AM
Qual o percentual de Cofins incidente no serviço de transporte por VLT?,3.3.1.AN
Qual o percentual de outros impostos incidentes no serviço de transporte por VLT?,3.3.1.AO
Quais outros impostos incidem no serviço de transporte por VLT?,3.3.1.AP
Quais os impostos incidentes no serviço de transporte por monotrilho?,3.3.1.AQ
Qual o percentual de ISS incidente no serviço de transporte por monotrilho?,3.3.1.AR
Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por monotrilho?,3.3.1.AS
Qual o percentual de PIS incidente no serviço de transporte por monotrilho?,3.3.1.AT
Qual o percentual de Cofins incidente no serviço de transporte por monotrilho?,3.3.1.AU
Qual o percentual de outros impostos incidentes no serviço de transporte por monotrilho?,3.3.1.AV
Quais outros impostos incidem no serviço de transporte por monotrilho?,3.3.1.AW
Quais os impostos incidentes no serviço de transporte por aeromóvel?,3.3.1.AX
Qual o percentual de ISS incidente no serviço de transporte por aeromóvel?,3.3.1.AY
Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por aeromóvel?,3.3.1.AZ
Qual o percentual de PIS incidente no serviço de transporte por aeromóvel?,3.3.1.BA
Qual o percentual de Cofins incidente no serviço de transporte por aeromóvel?,3.3.1.BC
Qual o percentual de outros impostos incidentes no serviço de transporte por aeromóvel?,3.3.1.BD
Quais outros impostos incidem no serviço de transporte por aeromóvel?,3.3.1.BE
Qual o número de passageiros comuns transportados no serviço de transporte por ônibus em 2023?,3.4.1.A
Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por ônibus em 2023?,3.4.1.B
Qual o número de estudantes transportados no serviço de transporte por ônibus em 2023?,3.4.1.C
Qual o número de passageiros transportados com integração tarifária no serviço de transporte por ônibus em 2023?,3.4.1.D
Qual o número de gratuidades no serviço de transporte por ônibus em 2023?,3.4.1.E
Qual o número de passageiros equivalentes transportados no serviço de transporte por ônibus em 2023?,3.4.1.F
Qual o número de passageiros comuns transportados no serviço de transporte por vans/microônibus em 2023?,3.4.1.G
Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por vans/microônibus em 2023?,3.4.1.H
Qual o número de estudantes transportados no serviço de transporte por vans/microônibus em 2023?,3.4.1.I
Qual o número de passageiros transportados com integração tarifária no serviço de transporte por vans/microônibus em 2023?,3.4.1.J
Qual o número de gratuidades no serviço de transporte por vans/microônibus em 2023?,3.4.1.K
Qual o número de passageiros equivalentes transportados no serviço de transporte por vans/microônibus em 2023?,3.4.1.L
Qual o número de passageiros comuns transportados no serviço de transporte por metrô em 2023?,3.4.1.M
Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por metrô em 2023?,3.4.1.N
Qual o número de estudantes transportados no serviço de transporte por metrô em 2023?,3.4.1.O
Qual o número de passageiros transportados com integração tarifária no serviço de transporte por metrô em 2023?,3.4.1.P
Qual o número de gratuidades no serviço de transporte por metrô em 2023?,3.4.1.Q
Qual o número de passageiros equivalentes transportados no serviço de transporte por metrô em 2023?,3.4.1.R
Qual o número de passageiros comuns transportados no serviço de transporte por trem em 2023?,3.4.1.S
Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por trem em 2023?,3.4.1.T
Qual o número de estudantes transportados no serviço de transporte por trem em 2023?,3.4.1.U
Qual o número de passageiros transportados com integração tarifária no serviço de transporte por trem em 2023?,3.4.1.V
Qual o número de gratuidades no serviço de transporte por trem em 2023?,3.4.1.W
Qual o número de passageiros equivalentes transportados no serviço de transporte por trem em 2023?,3.4.1.X
Qual o número de passageiros comuns transportados no serviço de transporte por barco em 2023?,3.4.1.Y
Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por barco em 2023?,3.4.1.Z
Qual o número de estudantes transportados no serviço de transporte por barco em 2023?,3.4.1.AA
Qual o número de passageiros transportados com integração tarifária no serviço de transporte por barco em 2023?,3.4.1.AB
Qual o número de gratuidades no serviço de transporte por barco em 2023?,3.4.1.AC
Qual o número de passageiros equivalentes transportados no serviço de transporte por barco em 2023?,3.4.1.AD
Qual o número de passageiros comuns transportados no serviço de transporte por VLT em 2023?,3.4.1.AE
Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por VLT em 2023?,3.4.1.AF
Qual o número de estudantes transportados no serviço de transporte por VLT em 2023?,3.4.1.AG
Qual o número de passageiros transportados com integração tarifária no serviço de transporte por VLT em 2023?,3.4.1.AH
Qual o número de gratuidades no serviço de transporte por VLT em 2023?,3.4.1.AI
Qual o número de passageiros equivalentes transportados no serviço de transporte por VLT em 2023?,3.4.1.AJ
Qual o número de passageiros comuns transportados no serviço de transporte por monotrilho em 2023?,3.4.1.AK
Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por monotrilho em 2023?,3.4.1.AL
Qual o número de estudantes transportados no serviço de transporte por monotrilho em 2023?,3.4.1.AM
Qual o número de passageiros transportados com integração tarifária no serviço de transporte por monotrilho em 2023?,3.4.1.AN
Qual o número de gratuidades no serviço de transporte por monotrilho em 2023?,3.4.1.AO
Qual o número de passageiros equivalentes transportados no serviço de transporte por monotrilho em 2023?,3.4.1.AP
Qual o número de passageiros comuns transportados no serviço de transporte por aeromóvel em 2023?,3.4.1.AQ
Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por aeromóvel em 2023?,3.4.1.AR
Qual o número de estudantes transportados no serviço de transporte por aeromóvel em 2023?,3.4.1.AS
Qual o número de passageiros transportados com integração tarifária no serviço de transporte por aeromóvel em 2023?,3.4.1.AT
Qual o número de gratuidades no serviço de transporte por aeromóvel em 2023?,3.4.1.AU
Qual o número de passageiros equivalentes transportados no serviço de transporte por aeromóvel em 2023?,3.4.1.AV
Quais categorias de passageiros recebem desconto no valor da tarifa do serviço de transporte público no município?,3.5.1
Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros de baixa renda?,3.5.1.A
Qual a renda máxima das pessoas de baixa renda que recebem desconto na no valor da tarifa? (Em salários mínimos),3.5.1.AA
Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com idade de 60 a 64 anos?,3.5.1.B
Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com deficiência e mobilidade reduzida?,3.5.1.C
Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede pública de ensino?,3.5.1.D
Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede privada de ensino?,3.5.1.E
Qual o valor da Bandeirada do transporte público individual (táxi) no município?,3.6.1.A
"Qual o valor da Bandeirada 1 do serviço de táxi, por quilômetro rodado, se houver?",3.6.1.B
"Qual o valor da Bandeirada 2 do serviço de táxi, por quilômetro rodado, se houver?",3.6.1.C
"Qual o valor do serviço de táxi, por hora parada, se houver?",3.6.1.D
"Qual o valor da tarifa aeroporto do serviço de táxi, se houver?",3.6.1.E
"Qual o valor da Bandeirada do serviço de mototáxi no município, se houver?",3.6.1.F
"Qual o valor da Bandeirada 1 do serviço de mototáxi, por quilômetro rodado, se houver?",3.6.1.G
"Qual o valor da Bandeirada 2 do serviço de mototáxi, por quilômetro rodado, se houver?",3.6.1.H
"Qual o valor do serviço de mototáxi, por hora parada, se houver?",3.6.1.I
"Qual o valor da tarifa aeroporto do serviço de mototáxi, se houver?",3.6.1.J
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de ônibus no município?,3.7.1
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,3.7.1.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,3.7.1.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,3.7.1.C
Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por ônibus?,3.7.1.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por ônibus?,3.7.1.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por ônibus?",3.7.1.F
Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,3.7.1.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,3.7.1.H
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,3.7.1.I
"Se houver outros insumos, especificar:",3.7.1.J
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de vans/microônibus no município?,3.7.2
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,3.7.2.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,3.7.2.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,3.7.2.C
Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,3.7.2.D
Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por microônibus?,3.7.2.E
"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por van/microônibus?",3.7.2.F
Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,3.7.2.G
Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,3.7.2.H
Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,3.7.2.I
É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de metrô no município?,3.7.3
Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.A
Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.B
Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por metrô?,3.7.3.C
