"name_metro";"year";"1.1.1";"1.2.1.A";"1.2.1.B";"1.2.1.C";"1.2.2.A";"1.2.2.B";"1.2.2.C";"1.2.3";"1.2.3.A";"1.3.1.A";"1.3.1.B";"1.3.1.C";"1.3.1.D";"1.3.1.E";"1.3.1.F";"1.3.2.A";"1.3.2.B";"1.3.3.A";"1.3.3.B";"1.3.4.A";"1.3.4.B";"1.3.5.A";"1.3.5.B";"1.3.6.A";"1.3.6.B";"1.3.7.A";"1.3.7.B";"1.4.1";"1.4.2";"1.4.3";"1.4.4";"1.4.5";"1.4.6";"1.4.7";"2.1.1";"2.1.2";"2.1.3";"2.1.4";"2.1.5";"2.1.6";"2.2.1.A";"2.2.1.B";"2.2.1.C";"2.2.1.D";"2.2.2.A";"2.2.2.B";"2.2.2.C";"2.2.2.D";"2.3.1";"2.3.1.A";"2.3.1.B";"2.4.1";"2.4.1.A";"2.4.1.B";"2.4.2";"2.4.2.A";"2.4.2.B";"2.4.3";"2.4.3.A";"2.4.3.B";"2.4.4";"2.4.4.A";"2.4.4.B";"2.4.5";"2.4.5.A";"2.4.5.B";"2.4.6";"2.4.6.A";"2.4.6.B";"2.4.7";"2.4.7.A";"2.4.7.B";"3.1.1.A";"3.1.1.B";"3.1.1.C";"3.1.1.D";"3.1.1.E";"3.1.1.F";"3.1.1.G";"3.1.1.H";"3.1.1.I";"3.1.1.J";"3.1.2.A";"3.1.2.B";"3.1.2.C";"3.1.3.A";"3.1.3.B";"3.1.3.C";"3.1.4.A";"3.1.4.B";"3.1.4.C";"3.1.5.A";"3.1.5.B";"3.1.5.C";"3.1.6.A";"3.1.6.B";"3.1.6.C";"3.1.7.A";"3.1.7.B";"3.1.7.C";"3.1.8";"3.1.8.A";"3.2.1.A";"3.2.1.B";"3.2.1.C";"3.2.1.D";"3.2.2.A";"3.2.2.B";"3.2.2.C";"3.2.2.D";"3.2.3.A";"3.2.3.B";"3.2.3.C";"3.2.3.D";"3.2.4.A";"3.2.4.B";"3.2.4.C";"3.2.4.D";"3.2.5.A";"3.2.5.B";"3.2.5.C";"3.2.5.D";"3.2.6.A";"3.2.6.B";"3.2.6.C";"3.2.6.D";"3.2.7.A";"3.2.7.B";"3.2.7.C";"3.2.7.D";"3.3.1";"3.3.1.A";"3.3.1.B";"3.3.1.C";"3.3.1.D";"3.3.1.E";"3.3.1.F";"3.3.2";"3.3.2.A";"3.3.2.B";"3.3.2.C";"3.3.2.D";"3.3.2.E";"3.3.2.F";"3.3.3";"3.3.3.A";"3.3.3.B";"3.3.3.C";"3.3.3.D";"3.3.3.E";"3.3.3.F";"3.3.4";"3.3.4.A";"3.3.4.B";"3.3.4.C";"3.3.4.D";"3.3.4.E";"3.3.4.F";"3.3.5";"3.3.5.A";"3.3.5.B";"3.3.5.C";"3.3.5.D";"3.3.5.E";"3.3.5.F";"3.3.6";"3.3.6.A";"3.3.6.B";"3.3.6.C";"3.3.6.D";"3.3.6.E";"3.3.6.F";"3.3.7";"3.3.7.A";"3.3.7.B";"3.3.7.C";"3.3.7.D";"3.3.7.E";"3.3.7.F";"3.4.1.A";"3.4.1.B";"3.4.1.C";"3.4.1.D";"3.4.1.E";"3.4.1.F";"3.4.2.A";"3.4.2.B";"3.4.2.C";"3.4.2.D";"3.4.2.E";"3.4.2.F";"3.4.3.A";"3.4.3.B";"3.4.3.C";"3.4.3.D";"3.4.3.E";"3.4.3.F";"3.4.4.A";"3.4.4.B";"3.4.4.C";"3.4.4.D";"3.4.4.E";"3.4.4.F";"3.4.5.A";"3.4.5.B";"3.4.5.C";"3.4.5.D";"3.4.5.E";"3.4.5.F";"3.4.6.A";"3.4.6.B";"3.4.6.C";"3.4.6.D";"3.4.6.E";"3.4.6.F";"3.4.7.A";"3.4.7.B";"3.4.7.C";"3.4.7.D";"3.4.7.E";"3.4.7.F";"3.5.1";"3.5.1.A";"3.5.1.AA";"3.5.1.B";"3.5.1.C";"3.5.1.D";"3.5.1.E";"3.6.1";"3.6.1.A";"3.6.1.B";"3.6.1.C";"3.6.1.D";"3.6.1.E";"3.6.1.F";"3.6.1.G";"3.6.1.H";"3.6.1.I";"3.6.2";"3.6.2.A";"3.6.2.B";"3.6.2.C";"3.6.2.D";"3.6.2.E";"3.6.2.F";"3.6.2.G";"3.6.2.H";"3.6.2.I";"3.6.2.J";"3.6.2.L";"3.6.3";"3.6.3.A";"3.6.3.B";"3.6.3.C";"3.6.3.D";"3.6.3.E";"3.6.3.F";"3.6.3.G";"3.6.3.H";"3.6.3.I";"3.6.3.J";"3.6.3.L";"3.6.4";"3.6.4.A";"3.6.4.B";"3.6.4.C";"3.6.4.D";"3.6.4.E";"3.6.4.F";"3.6.4.G";"3.6.4.H";"3.6.4.I";"3.6.5";"3.6.5.A";"3.6.5.B";"3.6.5.C";"3.6.5.D";"3.6.5.E";"3.6.5.F";"3.6.5.G";"3.6.5.H";"3.6.5.I";"3.6.5.J";"3.6.5.L";"3.6.6";"3.6.6.A";"3.6.6.B";"3.6.6.C";"3.6.6.D";"3.6.6.E";"3.6.6.F";"3.6.6.G";"3.6.6.H";"3.6.6.I";"3.6.6.J";"3.6.6.L";"3.6.7";"3.6.7.A";"3.6.7.B";"3.6.7.C";"3.6.7.D";"3.6.7.E";"3.6.7.F";"3.6.7.G";"3.6.7.H";"3.6.7.I";"3.6.7.J";"3.6.7.L";"4.1.1";"4.1.1.A";"4.1.2";"4.1.2.A";"4.2.1";"4.2.1.A";"4.2.1.B";"4.2.1.C";"4.2.1.D";"4.2.1.E";"4.2.1.F";"4.2.1.G";"4.2.1.H";"4.2.1.I";"4.2.1.J";"4.2.1.K";"4.2.1.L";"4.2.1.M";"5.1.1";"5.1.1.A";"5.1.1.B";"5.1.1.C";"5.1.1.D";"5.1.1.E";"5.1.1.F";"6.1.1";"7.1.1";"7.1.2";"7.2.1";"7.2.1.A";"7.2.2.B";"7.3.1";"8.1.1";"8.1.1.A"
"Região Metropolitana Carbonífera";"2019";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Região Metropolitana Carbonífera";"2021";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Região Metropolitana Carbonífera";"2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Região Metropolitana Carbonífera";"2023";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Região Metropolitana Carbonífera";"2024";"Ônibus metropolitano";"1";"1";"1";NA;NA;NA;"Não";NA;"161";"42,0";NA;NA;NA;"42,00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2603000,00";NA;NA;NA;NA;NA;NA;"17,0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Não";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Criciuma/Balneário Rincão";"9,20";"8,10";"Ararangua/Balneário Arroio do Silva";"5,00";"4,90";"Criciúma/Ouro Negro";"5,10";"4,50";"2023-05-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Não";NA;"14670014,86";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Outros; Taxa de Gerenciamento";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1512114";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Estudantes da rede privada de ensino; Pessoas com deficiência e mobilidae reduzida; Pessoas com 60 a 64 anos";NA;NA;"1";"1";NA;"0,5";"Sim";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Não";NA;"Não";NA;"Não";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Não";NA;NA;NA;NA;NA;NA;"Secretaria de mobilidade/transporte junto a outras políticas";"Operação por delegação";"Autorização";"Não";NA;NA;NA;"Monitoramento eletrônico de frotas (GPS, câmeras, sensores, transmissão por rádio, etc.); Bilhetagem eletrônica";NA
"Região Metropolitana da Baixada Santista";"2019";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Região Metropolitana da Baixada Santista";"2021";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Região Metropolitana da Baixada Santista";"2022";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Região Metropolitana da Baixada Santista";"2023";"Ônibus metropolitano; VLT";NA;NA;NA;"15";"15";"15";"Sim";"www.emtu.sp.gov.br";"468";"71,0";NA;NA;"443";"73,00";NA;NA;NA;NA;NA;NA;"22";"402";NA;NA;NA;NA;"34716425,00";NA;NA;NA;"543575";NA;NA;"16,0";NA;NA;"67,0";NA;NA;NA;NA;NA;NA;"15";"15";"15";"15";"Sim";"2022";"https://www.emtu.sp.gov.br/emtu/pdf/relatorio-integrado-22.pdf";"Sim";"0,730";"0,118";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sim";"0,999";"0,001";NA;NA;NA;NA;NA;NA;"São Vicente-Santos";"4,55";"4,40";"São Vicente-Santos";"4,90";"4,75";"Praia Grande-Santos";"5,50";"5,30";"2020-01-01";NA;NA;NA;NA;NA;NA;NA;NA;NA;"4,55";"4,40";"2020-01-01";NA;NA;NA;NA;NA;NA;"Sim";"Por Terminal de Integração; Temporal";"228958948,00";"1787377,00";"46305091,00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"21628093";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Taxa de Gerenciamento";NA;"0,0380";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Outros; Taxa de Gerenciamento";NA;"0,0380";NA;NA;"0,02";"INSS sobre faturamento";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"49321040";"18750393";"1735770";"1669142";"12337752";"44498050";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6412544";"2206320";"238793";"750431";"1460003";"5075779";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Estudantes da rede pública de ensino; Estudantes da rede privada de ensino; Pessoas com deficiência e mobilidae reduzida; Pessoas com baixa renda; Pessoas com 60 a 64 anos";"1,0";"2.5";"1";"1";"0,5";"0,5";"Sim";"0,410000000000000";"0,0000000000000000";"0,2600";"0,0000";"0,0000";"0,0000";"0,0200";"0,0000";"0,3100";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sim";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Não";NA;"Não";NA;"Sim";"2012";"15 anos";"http://www.stm.sp.gov.br/transparencia/";"2173208,00";"5,80";"33,8";"0,2610";"0,1150";"0,3620";"0,1960";"0,0580";"0,005";"0,0030";"Sim";"0,0000";"0,0440";"0,00";"0";"0,00";"0,0000";"Secretaria exclusiva";"Operação por delegação";"Concessão";"Sim";"20";"2035-06-01";"Passageiros equivalentes transportados";"Bilhetagem eletrônica; Centro de controle operacional; Monitoramento eletrônico de frotas (GPS, câmeras, sensores, transmissão por rádio, etc.)";NA
