code_variable,name_variable,label_pergunta,label,categoria,subcategoria,modal,submodal,tipo,is_dashboard,is_portal,is_transform,is_average,is_percentage,is_absolute,is_candidate
3.7.8.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?","Percentual dos Custos - Peças, acessórios e material de rodagem (Ônibus)",Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.7.8.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - Impostos e Tributação (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.7.8.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - Despesas Administrativas (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.7.8.I,Energia diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Energia diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - Energia (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.7.8.J,IPTU diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,IPTU diz respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - IPTU (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
3.7.8.K,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por aeromóvel?,Percentual dos Custos - Outros insumos (Ônibus),Modais de transporte,Receita e Despesa,Aeromóvel,NA,numeric,1,1,1,0,1,0,0
4.1.1,O município possui Plano Diretor?,O município possui Plano Diretor?,Plano Diretor,Administrativo,Plano Diretor,NA,NA,binary,0,1,0,0,0,0,1
4.1.1.A,Qual o ano de elaboração ou última atualização do Plano Diretor?,Qual o ano de elaboração ou última atualização do Plano Diretor?,Ano Plano Diretor,Administrativo,Plano Diretor,NA,NA,numeric,0,1,0,0,0,1,1
4.1.2,O município possui Lei de Zoneamento ou Uso e Ocupação do Solo?,O município possui Lei de Zoneamento ou Uso e Ocupação do Solo?,Lei de Zoneamento ou Uso e Ocupação do Solo,Administrativo,Plano Diretor,NA,NA,binary,0,1,0,0,0,0,1
4.3.1,O município está contemplado em algum Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana?,O município está contemplado em algum Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana?,Contemplado em Plano de Mobilidade Urbana,Administrativo,Plano Mobilidade,NA,NA,binary,0,1,0,0,0,0,1
4.3.1.A,O Plano de Mobilidade Urbana diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,O Plano de Mobilidade Urbana diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,Contemplado em Plano de Mobilidade Urbana - Detalhamento,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.3.1.B,Em qual website é possível obter o Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana em formato digital?,Em qual website é possível obter o Plano de Mobilidade Urbana de Região Metropolitana ou Aglomeração Urbana em formato digital?,Contemplado em Plano de Mobilidade Urbana - Digital,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.3.2,O município está contemplado em algum Plano de Desenvolvimento Urbano Integrado (PDUI) (Lei Federal nº 13.089/2015 - Estatuto da Metrópole)?,O município está contemplado em algum Plano de Desenvolvimento Urbano Integrado (PDUI) (Lei Federal nº 13.089/2015 - Estatuto da Metrópole)?,NA,Administrativo,Plano Mobilidade,NA,NA,binary,0,0,0,0,0,0,1
4.3.2.A,O PDUI diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,O PDUI diz respeito a qual Região Metropolitana ou Aglomeração Urbana?,NA,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.3.2.B,Em qual website é possível obter o Plano de Desenvolvimento Urbano Integrado (PDUI) em formato digital?,Em qual website é possível obter o Plano de Desenvolvimento Urbano Integrado (PDUI) em formato digital?,NA,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.4.1,O município possui Plano de Mobilidade Urbana?,O município possui Plano de Mobilidade Urbana?,NA,Administrativo,Plano Mobilidade,NA,NA,binary,0,0,0,0,0,0,1
4.4.2,Qual o ano de elaboração ou última atualização do Plano de Mobilidade Urbana?,Qual o ano de elaboração ou última atualização do Plano de Mobilidade Urbana?,NA,Administrativo,Plano Mobilidade,NA,NA,numeric,0,0,0,0,0,1,1
4.4.3,Qual o instrumento normativo que aprovou o Plano de Mobilidade Urbana?,Qual o instrumento normativo que aprovou o Plano de Mobilidade Urbana?,NA,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.4.3.A,Qual o número da Lei ou instrumento normativo que aprovou o plano?,Qual o número da Lei ou instrumento normativo que aprovou o plano?,NA,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.4.3.B,Em qual website é possível obter o Plano de Mobilidade Urbana em formato digital?,Em qual website é possível obter o Plano de Mobilidade Urbana em formato digital?,NA,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.5.1,Quais metodologias de participação social foram utilizadas durante a elaboração do Plano de Mobilidade Urbana?,Quais metodologias de participação social foram utilizadas durante a elaboração do Plano de Mobilidade Urbana?,NA,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.5.2,Quais itens a seguir foram considerados na metodologia de elaboração do Plano de Mobilidade Urbana?,Quais itens a seguir foram considerados na metodologia de elaboração do Plano de Mobilidade Urbana?,NA,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.6.1,Quais temas a seguir estão contemplados no Plano de Mobilidade Urbana?,Quais temas a seguir estão contemplados no Plano de Mobilidade Urbana?,NA,Administrativo,Plano Mobilidade,NA,NA,text,0,0,0,0,0,0,1
4.7.1,O município já realizou pesquisa Origem-Destino (O/D)?,O município já realizou pesquisa Origem-Destino (O/D)?,NA,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,binary,0,0,0,0,0,0,1
4.7.1.A,Qual o ano de realização da última pesquisa O/D?,Qual o ano de realização da última pesquisa O/D?,Ano da POD,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,numeric,0,0,0,0,0,1,1
4.7.1.B,Qual a periodicidade de realização da pesquisa?,Qual a periodicidade de realização da pesquisa?,Periodicidade da POD,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,text,0,0,0,0,0,0,1
4.7.1.C,Em qual website é possível obter a Pesquisa Origem-Destino em formato digital?,Em qual website é possível obter a Pesquisa Origem-Destino em formato digital?,Website POD,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,text,0,0,0,0,0,0,1
4.7.1.D,"Considerando todos os modos de transporte e as pesquisa O/D realizadas, qual o número médio de viagens diárias no município?","Considerando todos os modos de transporte e as pesquisa O/D realizadas, qual o número médio de viagens diárias no município?",POD - Número médio de viagens diárias,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,numeric,0,0,0,0,0,1,1
4.7.1.E,"Considerando todos os modos de transporte e as pesquisas O/D realizadas, qual a distância média das viagens no município? (Em km)","Considerando todos os modos de transporte e as pesquisas O/D realizadas, qual a distância média das viagens no município? (Em km)",POD - Distância média das viagens,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,numeric,0,0,0,1,0,0,1
4.7.1.F,"Considerando todos os modos de transportes e as pesquisas O/D realizadas, qual o tempo médio das viagens realizadas no município? (Em minutos)","Considerando todos os modos de transportes e as pesquisas O/D realizadas, qual o tempo médio das viagens realizadas no município? (Em minutos)",POD - Tempo médio das viagens,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,numeric,0,0,0,0,0,1,1
4.7.1.G,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas a pé? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas a pé? (Em %)",POD - Percentual de viagens a pé,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,numeric,0,0,0,0,1,0,1
4.7.1.H,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas de bicicleta? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas de bicicleta? (Em %)",POD - Percentual de viagens de bicicleta,Pesquisa Origem e Destino,Pesquisa Origem e Destino,Bicicleta,NA,numeric,0,0,0,0,1,0,1
4.7.1.I,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte coletivo? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte coletivo? (Em %)",POD - Percentual de viagens por transporte público,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,numeric,0,0,0,0,1,0,1
4.7.1.J,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (automóvel)? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (automóvel)? (Em %)",POD - Percentual de viagens por automóvel individual,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,numeric,0,0,0,0,1,0,1
4.7.1.K,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (moto)? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual motorizado (moto)? (Em %)",POD - Percentual de viagens por moto,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,numeric,0,0,0,0,1,0,1
4.7.1.L,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual remunerado (táxi, aplicativos)? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por transporte individual remunerado (táxi, aplicativos)? (Em %)",POD - Percentual de viagens por táxi ou carro de aplicativo,Pesquisa Origem e Destino,Pesquisa Origem e Destino,Táxi,NA,numeric,0,0,0,0,1,0,1
4.7.1.M,"Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por outros modos de transporte? (Em %)","Considerando a divisão modal identificada pelas pesquisas O/D realizadas, qual o percentual de viagens realizadas por outros modos de transporte? (Em %)",POD - Percentual de viagens por outros modais,Pesquisa Origem e Destino,Pesquisa Origem e Destino,NA,NA,numeric,0,0,0,0,1,0,1
4.8.1,"Quais ações, medidas, programas ou instrumentos destinados à promoção de acessibilidade o município possui?","Quais ações, medidas, programas ou instrumentos destinados à promoção de acessibilidade o município possui?",NA,Administrativo,Acessibilidade,NA,NA,text,0,0,0,0,0,0,1
4.8.2,A questão da acessibilidade é abordada em quais leis municipais?,A questão da acessibilidade é abordada em quais leis municipais?,NA,Administrativo,Acessibilidade,NA,NA,text,0,0,0,0,0,0,1
5.1.1,Em seu município existe a cobrança de tributos sobre modos e serviços de transporte urbano pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,Em seu município existe a cobrança de tributos sobre modos e serviços de transporte urbano pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,NA,Administrativo,Legislação,NA,NA,text,0,0,0,0,0,0,1
5.1.1.A,Qual a arrecadação anual no ano de 2023 do município com a cobrança de tributos pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,Qual a arrecadação anual no ano de 2023 do município com a cobrança de tributos pela utilização da infraestrutura em perímetro urbano (taxação de congestionamento)?,NA,Administrativo,Legislação,NA,NA,numeric,0,0,0,0,0,1,0
5.2.1,Qual o número de vagas de estacionamento regulamentados existentes no município?,Qual o número de vagas de estacionamento regulamentados existentes no município?,Vagas de Estacionamento Reguladas,Modais de transporte,Estacionamento,NA,NA,numeric,1,1,0,0,0,1,1
5.2.1.A,Qual o percentual de vagas de estacionamento reservadas para pessoas com deficiência e mobilidade reduzida? (Em %),Qual o percentual de vagas de estacionamento reservadas para pessoas com deficiência e mobilidade reduzida? (Em %),Percentual de Vagas de Estacionamento para Deficientes,Modais de transporte,Estacionamento,NA,NA,numeric,1,1,0,0,1,0,1
5.2.1.B,Qual o percentual de vagas de estacionamento reservadas para idosos? (Em %),Qual o percentual de vagas de estacionamento reservadas para idosos? (Em %),Percentual de Vagas de Estacionamento para Idosos,Modais de transporte,Estacionamento,NA,NA,numeric,1,1,0,0,1,0,1
5.2.1.C,Qual o percentual de vagas de estacionamento reservadas para gestantes? (Em %),Qual o percentual de vagas de estacionamento reservadas para gestantes? (Em %),Percentual de Vagas de Estacionamento para Gestantes,Modais de transporte,Estacionamento,NA,NA,numeric,1,1,0,0,1,0,1
5.2.2,"Existe controle ou cobrança para estacionamento em vagas públicas, como por exemplo, Área Azul?","Existe controle ou cobrança para estacionamento em vagas públicas, como por exemplo, Área Azul?",Existe Fiscalização para Cobrança em Vagas Públicas,Modais de transporte,Estacionamento,NA,NA,text,0,0,0,0,0,0,1
5.2.2.A,Qual o valor arrecadado com a cobrança de estacionamento no ano de 2023?,Qual o valor arrecadado com a cobrança de estacionamento no ano de 2023?,Valor Arrecadado com Cobrança de Estacionamento,Modais de transporte,Estacionamento,NA,NA,numeric,1,1,0,0,0,1,1
5.3.1,Marque os instrumentos de gestão presentes em seu município:,Marque os instrumentos de gestão presentes em seu município:,Instrumentos de Gestão,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
7.1.1,"Na composição da frota de transporte público coletivo, existem ônibus que utilizam tecnologia veicular ou fontes de energia alternativa?","Na composição da frota de transporte público coletivo, existem ônibus que utilizam tecnologia veicular ou fontes de energia alternativa?",Frota de Ônibus com Fontes de Energia Alternativa,Modais de transporte,Sustentabilidade,Ônibus,NA,text,0,0,0,0,0,0,1
7.1.1A,Qual o percentual da frota que utiliza etanol como fonte de energia?,Qual o percentual da frota que utiliza etanol como fonte de energia?,Frota de Ônibus Movido a Etanol (%),Modais de transporte,Sustentabilidade,Ônibus,NA,numeric,1,1,0,0,1,0,1
7.1.1.B,Qual o percentual da frota que utiliza eletricidade como fonte de energia?,Qual o percentual da frota que utiliza eletricidade como fonte de energia?,Frota de Ônibus Movido a Eletricidade (%),Modais de transporte,Sustentabilidade,Ônibus,NA,numeric,1,1,0,0,1,0,1
7.1.1.C,Qual o percentual da frota que utiliza gás natural como fonte de energia?,Qual o percentual da frota que utiliza gás natural como fonte de energia?,Frota de Ônibus Movido a Gás Natural (%),Modais de transporte,Sustentabilidade,Ônibus,NA,numeric,1,1,0,0,1,0,1
7.1.1.D,Qual o percentual da frota que utiliza hidrogênio como fonte de energia?,Qual o percentual da frota que utiliza hidrogênio como fonte de energia?,Frota de Ônibus Movido a Hidrogênio (%),Modais de transporte,Sustentabilidade,Ônibus,NA,numeric,1,1,0,0,1,0,1
7.1.1.E,Qual o percentual da frota que utiliza biodiesel como fonte de energia?,Qual o percentual da frota que utiliza biodiesel como fonte de energia?,Frota de Ônibus Movido a Biodiesel (%),Modais de transporte,Sustentabilidade,Ônibus,NA,numeric,1,1,0,0,1,0,1
7.1.1.F,Qual o percentual da frota que utiliza energia híbrida (eletricidade + diesel)?,Qual o percentual da frota que utiliza energia híbrida (eletricidade + diesel)?,Frota de Ônibus Híbridos (Eletricidade + Diesel) (%),Modais de transporte,Sustentabilidade,Ônibus,NA,numeric,1,1,0,0,1,0,1
7.2.1,"Na composição da frota de táxi, existem veículos que utilizam combustíveis menos poluentes ou fontes de energia alternativa?","Na composição da frota de táxi, existem veículos que utilizam combustíveis menos poluentes ou fontes de energia alternativa?",Frota de Táxis com Fontes de Energia Alternativa,Modais de transporte,Sustentabilidade,Táxi,NA,text,0,0,0,0,0,0,1
7.2.1.A,Qual o percentual da frota de táxi que utiliza etanol como fonte de energia?,Qual o percentual da frota de táxi que utiliza etanol como fonte de energia?,Frota de Táxis Movido a Etanol (%),Modais de transporte,Sustentabilidade,Táxi,NA,numeric,1,1,0,0,1,0,1
7.2.1.B,Qual o percentual da frota de táxi que utiliza eletricidade como fonte de energia?,Qual o percentual da frota de táxi que utiliza eletricidade como fonte de energia?,Frota de Táxis Movido a Eletricidade (%),Modais de transporte,Sustentabilidade,Táxi,NA,numeric,1,1,0,0,1,0,1
7.2.1.C,Qual o percentual da frota de táxi que utiliza gás natural como fonte de energia?,Qual o percentual da frota de táxi que utiliza gás natural como fonte de energia?,Frota de Táxis Movido a Gás Natural (%),Modais de transporte,Sustentabilidade,Táxi,NA,numeric,1,1,0,0,1,0,1
7.2.1.D,Qual o percentual da frota de táxi que utiliza energia híbrida (eletricidade + gasolina)?,Qual o percentual da frota de táxi que utiliza energia híbrida (eletricidade + gasolina)?,Frota de Táxis Híbridos (Eletricidade + Gasolina) (%),Modais de transporte,Sustentabilidade,Táxi,NA,numeric,1,1,0,0,1,0,1
7.3.1,Em qual tipo de veículo é realizada inspeção veicular ambiental no município?,Em qual tipo de veículo é realizada inspeção veicular ambiental no município?,Inspeção veicular ambiental,Administrativo,Sustentabilidade,NA,NA,text,0,0,0,0,0,0,1
8.1.1,O município possui conselho municipal de transporte e/ou mobilidade urbana?,O município possui conselho municipal de transporte e/ou mobilidade urbana?,Conselho Municipal de Transporte e/ou Mobilidade Urbana,Administrativo,Conselho de Mobilidade,NA,NA,text,0,0,0,0,0,0,1
8.1.2,A mobilidade urbana é discutida no Conselho da Cidade ou outro órgão colegiado similar com representação da sociedade civil?,A mobilidade urbana é discutida no Conselho da Cidade ou outro órgão colegiado similar com representação da sociedade civil?,NA,Administrativo,Conselho de Mobilidade,NA,NA,text,0,0,0,0,0,0,1
8.2.1,Qual o caráter do conselho que trata sobre mobilidade urbana no município?,Qual o caráter do conselho que trata sobre mobilidade urbana no município?,NA,Administrativo,Conselho de Mobilidade,NA,NA,text,0,0,0,0,0,0,1
8.2.2.A,Qual o percentual de membros do Poder Executivo na composição do Conselho de mobilidade urbana ou similar? (Em %),Qual o percentual de membros do Poder Executivo na composição do Conselho de mobilidade urbana ou similar? (Em %),NA,Administrativo,Conselho de Mobilidade,NA,NA,numeric,0,0,0,0,1,0,1
8.2.2.B,Qual o percentual de membro do Poder Legislativo na composição do Conselho de mobilidade urbana ou similar? (Em %),Qual o percentual de membro do Poder Legislativo na composição do Conselho de mobilidade urbana ou similar? (Em %),NA,Administrativo,Conselho de Mobilidade,NA,NA,numeric,0,0,0,0,1,0,1
8.2.2.C,Qual o percentual de membros da Sociedade Civil na composição do Conselho de mobilidade urbana ou similar? (Em %),Qual o percentual de membros da Sociedade Civil na composição do Conselho de mobilidade urbana ou similar? (Em %),NA,Administrativo,Conselho de Mobilidade,NA,NA,numeric,0,0,0,0,1,0,1
8.2.2.D,Qual o percentual de membros dos operados dos serviços na composição do Conselho de mobilidade urbana ou similar? (Em %),Qual o percentual de membros dos operados dos serviços na composição do Conselho de mobilidade urbana ou similar? (Em %),NA,Administrativo,Conselho de Mobilidade,NA,NA,numeric,0,0,0,0,1,0,1
8.2.2.E,Qual o percentual de outros membros na composição dos Conselho de mobilidade urbana ou similar? (Em %),Qual o percentual de outros membros na composição dos Conselho de mobilidade urbana ou similar? (Em %),NA,Administrativo,Conselho de Mobilidade,NA,NA,numeric,0,0,0,0,1,0,1
8.2.3,Qual o mês e ano da última reunião do Conselho de mobilidade urbana ou similar?,Qual o mês e ano da última reunião do Conselho de mobilidade urbana ou similar?,NA,Administrativo,Conselho de Mobilidade,NA,NA,text,0,0,0,0,0,0,1
8.3.1,O município possui ouvidoria ou estrutura similar para recebimento de reclamações e sugestões na instituição responsável pela gestão da mobilidade urbana?,O município possui ouvidoria ou estrutura similar para recebimento de reclamações e sugestões na instituição responsável pela gestão da mobilidade urbana?,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
8.4.1,Qual o tipo de consulta popular com relação ao planejamento da mobilidade e definição de projetos prioritários houve no município no ano de 2023?,Qual o tipo de consulta popular com relação ao planejamento da mobilidade e definição de projetos prioritários houve no município no ano de 2023?,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
9.1.1,Marque as medidas de moderação de tráfego presentes em seu município:,Marque as medidas de moderação de tráfego presentes em seu município:,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
9.1.2,Qual o número de agentes de trânsito em exercício no município em 2023?,Qual o número de agentes de trânsito em exercício no município no ano?,Agentes de Trânsito em Exercício,Administrativo,Governança,NA,NA,numeric,1,1,0,0,0,1,1
9.1.3,Qual o número de equipamentos de fiscalização de velocidade existentes?,Qual o número de equipamentos de fiscalização de velocidade existentes?,Equipamentos de Fiscalização,Administrativo,Governança,NA,NA,numeric,1,1,0,0,0,1,1
9.1.4,Qual foi a arrecadação anual em 2023 com multas de trânsito?,Qual foi a arrecadação anual no ano com multas de trânsito?,Valor Arrecadado com Multas de Trânsito,Administrativo,Governança,NA,NA,numeric,1,1,0,0,0,1,1
10.1.1,O órgão responsável pela gestão do sistema de mobilidade urbana na prefeitura caracteriza-se como:,O órgão responsável pela gestão do sistema de mobilidade urbana na prefeitura caracteriza-se como:,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
11.1.1,De que modo o serviço de transporte público coletivo regulamentado no município é ofertado?,De que modo o serviço de transporte público coletivo regulamentado no município é ofertado?,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
11.1.2,Quais as modalidades de delegação de serviço de transporte público coletivo existe no município?,Quais as modalidades de delegação de serviço de transporte público coletivo existe no município?,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
11.2.1,O serviço de transporte público coletivo regulamentado é licitado?,O serviço de transporte público coletivo regulamentado é licitado?,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
11.2.1.A,Qual o prazo do contrato? (Em anos),Qual o prazo do contrato? (Em anos),NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
11.2.2.B,Qual é a data de vencimento do contrato?,Qual é a data de vencimento do contrato?,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
11.3.1,"Para a remuneração do operador do sistema de transporte público coletivo, quais aspectos são levados em conta?","Para a remuneração do operador do sistema de transporte público coletivo, quais aspectos são levados em conta?",NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
11.4.1,Existe transporte não regulamentado no município?,Existe transporte não regulamentado no município?,NA,Modais de transporte,Outros,NA,NA,text,0,0,0,0,0,0,1
11.4.1.A,Quais tipos de veículos realizam o transporte não regulamentado?,Quais tipos de veículos realizam o transporte não regulamentado?,NA,Modais de transporte,Outros,NA,NA,text,0,0,0,0,0,0,1
11.5.1,"O município possui regulamentação para o transporte remunerado privado individual de passageiros (Uber, 99, entre outros)?","O município possui regulamentação para o transporte remunerado privado individual de passageiros (Uber, 99, entre outros)?",NA,Modais de transporte,Outros,Transporte Remunerado Privado,NA,text,0,0,0,0,0,0,1
11.5.1.A,Qual o número de viagens realizadas em 2023 por transporte remunerado privado individual de passageiros no município (considerando todos os aplicativos)?,Qual o número de viagens realizadas no ano por transporte remunerado privado individual de passageiros no município (considerando todos os aplicativos)?,Passageiros de Transporte por Aplicativo,Modais de transporte,Passageiros Transportados,Transporte Remunerado Privado,NA,numeric,0,0,0,0,0,1,1
11.5.1.B,Qual a quilometragem percorrida em 2023 por transporte remunerado privado individual de passageiros no município (considerando todos os aplicativos)? (Em km),Qual a quilometragem percorrida no ano por transporte remunerado privado individual de passageiros no município (considerando todos os aplicativos)? (Em km),Quilômetros Percorridos de Transporte por Aplicativo,Modais de transporte,Frota,Transporte Remunerado Privado,NA,numeric,0,0,0,0,0,1,1
11.5.1.C,Qual foi a arrecadação em 2023 por transporte remunerado privado individual de passageiros no município? (Em R$),Qual foi a arrecadação no ano por transporte remunerado privado individual de passageiros no município? (Em R$),Valor Arrecadado de Transporte por Aplicativo,Modais de transporte,Receita e Despesa,Transporte Remunerado Privado,NA,numeric,0,0,0,0,0,1,0
12.1.2,O município faz uso de algum instrumento urbanístico previsto no Estatuto da Cidade (Lei Federal nº 10.257/2001) para viabilizar investimentos em mobilidade urbana?,O município faz uso de algum instrumento urbanístico previsto no Estatuto da Cidade (Lei Federal nº 10.257/2001) para viabilizar investimentos em mobilidade urbana?,NA,Administrativo,Legislação,NA,NA,text,0,0,0,0,0,0,1
12.2.1,O município possui fundo municipal específico de transporte e/ou mobilidade urbana?,O município possui fundo municipal específico de transporte e/ou mobilidade urbana?,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
13.1.1,Quais as inovações tecnológicas presentes na mobilidade urbana do município?,Quais as inovações tecnológicas presentes na mobilidade urbana do município?,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
13.1.1.A,Quais outras inovações tecnológicas na mobilidade urbana estão presentes no município?,Quais outras inovações tecnológicas na mobilidade urbana estão presentes no município?,NA,Administrativo,Governança,NA,NA,text,0,0,0,0,0,0,1
